,GLOBALEVENTID,Date,Actor1Code,Actor1Name,Actor1CountryCode,Actor1Type1Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2Type1Code,EventCode,AvgTone,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor2Geo_FullName,Actor2Geo_CountryCode,SOURCEURL
1072,500444440,20160108,,,,,AUS,AUSTRALIA,AUS,,62,3.44827586206897,,,"Sydney, New South Wales, Australia",AS,http://www.travpr.com/pr-37383-expedia-partners-with-booking-boss.html
1074,501325866,20160111,MNCUSA,EXPEDIA INC,USA,MNC,USA,SEATTLE,USA,,43,4.41767068273092,,,,,http://www.marketwatch.com/story/expedia-to-host-local-hackathon-in-seattle-2016-01-11
1076,501362642,20160112,MNCUSA,EXPEDIA INC,USA,MNC,USA,SEATTLE,USA,,36,3.64188163884674,Canada,CA,Canada,CA,http://www.eturbonews.com/67453/expedia-host-its-first-hackathon-seattle
1078,501833665,20160113,MNCUSA,EXPEDIA INC,USA,MNC,USA,SEATTLE,USA,,43,5.70570570570571,,,,,http://www.traveldailynews.com/news/article/69909/expedia-to-host-local-hackathon
1080,502567185,20160115,AUS,AUSTRALIAN,AUS,,USA,AMERICAN,USA,,12,1.1744966442953,United Kingdom,UK,United Kingdom,UK,http://www.tnooz.com/article/expedia-egencia-mobile-index-2016/
1082,502918031,20160117,FRA,FRANCE,FRA,,,,,,30,-5.92741758435742,France,FR,,,http://radiotoday.co.uk/2013/01/absolute-gives-away-1k-expedia-vouchers/
1083,502992044,20160117,MED,WEBSITE,,MED,,,,,10,4.46650124069479,Oman,MU,,,http://7days.ae/expedia-rates-dubai-among-top-shopping-cities/79386
1086,504023909,20160120,BUS,BUSINESS,,BUS,CHN,CHINA,CHN,,90,2.05338809034907,China,CH,China,CH,http://www.travolution.co.uk/articles/2016/01/20/14878/mobiles-indispensable-on-holiday-claims-expedia-egencia-study.html
1087,504029319,20160120,,,,,USA,UNITED STATES,USA,,20,-1.11643306990703,,,"Indianapolis, Indiana, United States",US,http://www.4-traders.com/EXPEDIA-INC-9605918/news/Expedia-Indiana-could-tax-travel-sites-21718620/
1089,504066662,20160120,BUS,COMPANIES,,BUS,USA,EMPIRE STATE,USA,,31,0.49668874172185,"Empire State Building, New York, United States",US,"Empire State Building, New York, United States",US,http://www.4-traders.com/EMPIRE-STATE-REALTY-TRUST-14439062/news/Empire-State-Realty-Expedia-Travels-To-The-Empire-State-Building-21719339/
1094,504068615,20160120,USA,WASHINGTON,USA,,MNC,ORBITZ WORLDWIDE,,MNC,111,0.48701298701299,"New York, United States",US,"New York, United States",US,http://www.marketwatch.com/story/expedia-travels-to-the-empire-state-building-2016-01-20
1095,504152925,20160121,USA,NEW YORK,USA,,CVL,TENANTS,,CVL,31,1.10300503734584,,,,,http://www.eturbonews.com/67740/expedia-travels-empire-state-building
1097,504691005,20160122,BHS,BAHAMA,BHS,,CHN,CANTON,CHN,,51,3.85756676557864,"Nassau, New Providence, Bahamas, The",BF,"Nassau, New Providence, Bahamas, The",BF,http://www.thenassauguardian.com/bahamas-business/40-bahamas-business/62053-melia-snags-top-expediacom-award
1099,505802254,20160126,BUS,BUSINESS,,BUS,,,,,36,1.34831460674157,"Dallas, Texas, United States",US,,,http://skift.com/2016/01/26/expedia-continues-investment-spree-on-airport-ride-startup-wingz/
1102,505899392,20160127,BUS,COMPANIES,,BUS,,,,,36,3.00855099273635,"London, London, City of, United Kingdom",UK,,,http://www.tnooz.com/article/how-expedia-adopted-a-media-mindset-for-ad-sales/
1111,506218755,20160127,BHS,BAHAMA,BHS,,,,,,51,5.12048192771084,"Paradise Island, Bahamas, The (general), Bahamas, The",BF,,,http://www.thebahamasweekly.com/publish/ministry_of_tourism_updates/Bahamas_Gets_Three_Expedia_Caribbean_Awards46353.shtml
1114,506752542,20160129,CVL,TOURIST,,CVL,,,,,110,4.26350329851567,India,IN,,,http://www.newsnow.in/article/egencia-expedia-mobile-behaviour-report-2016-indians-no-1-in-strongly-agreeing-that-mobile-device-is-their-most-important-travel-companion
1117,507151292,20160131,,,,,BUS,BANK,,BUS,42,-1.33630289532294,,,"Budapest, Budapest, Hungary",HU,http://www.independent.co.uk/news/uk/home-news/expedia-computer-glitch-leaves-holidaymakers-thousands-of-pounds-of-out-pocket-a6843801.html
1121,507862931,20160202,ISL,REYKJAVIK,ISL,,,,,,172,9.02255639097744,"Reykjavik, (IC10), Iceland",IC,,,http://www.icenews.is/2012/01/13/hotel-in-reykjavik-receives-high-praise-on-travel-recommendations-website-expedia/
1124,508406103,20160204,FRA,FRANCE,FRA,,,,,,10,3.54930254930255,"New York, United States",US,,,http://www.today.com/money/americans-pick-paris-world-s-most-romantic-city-expedia-travel-t71036
1125,508936236,20160205,,,,,SWE,SWEDEN,SWE,,36,-0.36764705882353,,,Denmark,DA,http://www.tnooz.com/article/expedia-wants-you-to-visit-a-swedish-castle-before-you-actually-go/
1126,510062035,20160209,BUSJUD,INVESTOR,,BUS,,,,,71,-0.35087719298246,,,,,http://marketrealist.com/2016/02/expedia-half-analysts-say-buy/
1127,510512598,20160210,EUR,EUROPEAN,EUR,,USAMED,REUTERS,USA,MED,43,0.0,"Paris, RhÃ´Alpes, France",FR,"Paris, RhÃ´Alpes, France",FR,https://au.news.yahoo.com/thewest/business/world/a/30790485/expedia-misses-fourth-quarter-profit-estimates-after-paris-attacks/
1129,512385316,20160216,CHN,CHINA,CHN,,CAN,CANADA,CAN,,15,-1.50602409638554,Canada,CA,Canada,CA,https://skift.com/2016/02/16/expedia-gained-u-s-market-share-after-acquisitions-but-lost-it-everywhere-else/
1132,512741978,20160217,,,,,BUS,COMPANY,,BUS,61,4.45765230312036,,,"Vancouver, British Columbia, Canada",CA,https://www.equities.com/news/expedia-cruiseshipcenters-expects-wave-of-franchise-growth-in-2016
1144,513488718,20160219,BRB,BARBADOS,BRB,,CAN,CANADA,CAN,,42,2.85714285714286,Barbados,BB,Barbados,BB,http://smartcanucks.ca/expedia-canada-deals-save-up-to-30-off-hotels-up-to-50-on-travel-to-barbados/
1146,513865840,20160221,,,,,BRB,BARBADOS,BRB,,36,6.17283950617284,,,"Bridgetown, Saint Michael, Barbados",BB,http://sflcn.com/barbados-voted-best-destination-by-expedia/
1152,513960972,20160221,BUS,INDUSTRY,,BUS,,,,,20,4.21455938697318,"San Francisco, California, United States",US,,,http://www.breakingtravelnews.com/news/article/expedia-cruiseshipcenters-plans-growth-in-2016/
1158,514840187,20160224,,,,,USA,LAS VEGAS,USA,,42,2.49433106575964,,,"Palm Springs, California, United States",US,http://www.adnews.com.au/news/expedia-marketer-predicting-the-future-and-advertising-as-a-service
1160,515299030,20160225,CAN,CANADIAN,CAN,,,,,,36,1.4075275151403,"Montreal, Quebec, Canada",CA,,,http://www.traveldailynews.com/news/article/70671/expedia-ca-predicting-canadians-will-travel
1167,515859912,20160226,USA,SEATTLE,USA,,LAB,WORKER,,LAB,51,0.0,,,,,http://www.seattletimes.com/business/real-estate/expedia-leases-office-space-near-future-waterfront-campus/
1168,515929328,20160227,USA,SEATTLE,USA,,LAB,WORKER,,LAB,51,0.36764705882353,,,,,http://www.4-traders.com/EXPEDIA-INC-9605918/news/Expedia-leases-office-space-near-future-waterfront-campus-21924384/
1169,516662539,20160301,MNCUSA,EXPEDIA INC,USA,MNC,,,,,40,2.45398773006135,United States,US,,,http://www.travelweekly.com/Travel-News/Hotel-News/Expedia-tool-enables-hotel-guest-communications
1170,517115816,20160302,DEU,GERMANY,DEU,,LEG,REPRESENTATIVES,,LEG,46,1.78928088090537,"Berlin, Berlin, Germany",GM,"Berlin, Berlin, Germany",GM,http://www.finanznachrichten.de/nachrichten-2016-03/36636154-expedia-affiliate-network-confirms-presence-at-itb-berlin-s-50th-anniversary-show-008.htm
1172,517125680,20160302,,,,,DEUMED,GERMANY,DEU,MED,36,1.65016501650165,,,"Berlin, Berlin, Germany",GM,http://news.gnom.es/pr/expedia-affiliate-network-confirms-presence-at-itb-berlins-50th-anniversary-show
1175,517560881,20160303,BUS,INDUSTRY,,BUS,USA,UNITED STATES,USA,,40,1.40107793040564,"New York, United States",US,"New York, United States",US,https://skift.com/2016/03/03/first-look-at-expedias-hotel-accelerator-program-for-improving-hotel-placement/
1178,517617351,20160303,BUS,INDUSTRY,,BUS,,,,,90,1.61290322580645,"Berlin, Berlin, Germany",GM,,,http://www.tnooz.com/article/expedias-new-bidding-model-some-hotel-experts-remain-skeptical/
1182,517629435,20150304,USA,AMERICAN,USA,,EDU,COLLEGE,,EDU,42,3.125,"Kahului, Hawaii, United States",US,"Kahului, Hawaii, United States",US,http://www.hospitality-industry.com/index.php/news/comments/break-dancing-expedia.com-analysis-suggests-2016-spring-break-to
1183,517793459,20160304,MNCUSA,EXPEDIA INC,USA,MNC,,,,,40,0.81206496519722,United States,US,,,http://www.tnooz.com/article/inside-expedias-new-tool-that-lets-hotels-email-with-its-bookers/
1184,518016288,20150305,CVL,TRAVELER,,CVL,USA,PORTLAND,USA,,20,0.95238095238096,"Hawaii, United States",US,"Hawaii, United States",US,http://www.travelpulse.com/news/destinations/expedia-releases-2016-spring-break-airline-ticket-trends.html
1186,519188043,20160309,,,,,CAN,CANADA,CAN,,42,-3.40695537486262,,,United Kingdom,UK,http://www.ourwindsor.ca/opinion-story/6381835-how-to-get-expedia-help-when-things-go-wrong-roseman/
1189,519326973,20160309,BUS,COMPANY,,BUS,,,,,20,3.90274025761161,Nigeria,NI,,,http://www.ssuchronicle.com/2016/03/09/3i-infotechs-end-to-end-premia-insurance-suite-expediates-growth-for-fbn-holdings-plc/
1192,519550141,20160310,CRM,DEALER,,CRM,,,,,45,2.44589155271253,China,CH,,,http://www.zacks.com/stock/news/210018/why-investors-should-sell-expedia-and-buy-priceline-instead
1193,519602855,20160310,BUS,COMPANY,,BUS,,,,,51,2.86885245901639,"Seattle, Washington, United States",US,,,http://www.areadevelopment.com/newsItems/3-9-2016/expedia-campus-seattle-washington782332.shtml
1195,519911412,20160311,BUS,INVESTOR,,BUS,,,,,12,-1.71748969856714,,,,,http://investorplace.com/2016/03/expedia-stock-expe-buy/
1196,520005709,20160311,,,,,USA,NIAGARA FALLS,USA,,42,4.24242424242425,,,"Hudson River, New York, United States",US,http://clapway.com/2016/03/11/expedia-shows-5-activities-new-york/
1200,521220115,20150316,CHNMED,CHINA,CHN,MED,,,,,111,0.9299442033478,China,CH,,,http://skift.com/2016/03/15/challenges-in-travel-booking-2016-expedia/
1201,521682467,20160316,MNCUSA,EXPEDIA INC,USA,MNC,,,,,10,-5.66037735849057,"Delaware, United States",US,,,http://www.law360.com/ip/articles/772188/expedia-others-again-push-to-invalidate-e-commerce-patent
1203,522471357,20160319,,,,,CVL,PROPERTY OWNER,,CVL,036,-0.72463768115942,,,"San Francisco, California, United States",US,http://www.4-traders.com/EXPEDIA-INC-9605918/news/Expedia-Lawsuit-New-fees-from-Austin-based-HomeAway-are-bait-and-switch-22040989/
1209,523121280,20160321,HLH,HOSPITAL,,HLH,MEX,MEXICO,MEX,,30,3.3724340175953,Mexico,MX,Mexico,MX,http://creativity-online.com/work/expedia-st-jude-dream-adventures/46075
1210,523458849,20160322,ARG,ARGENTINA,ARG,,USA,MIAMI,USA,,43,4.61215932914046,Argentina,AR,"Miami, Florida, United States",US,http://www.travelpulse.com/news/travel-technology/expedia-and-st-jude-bring-the-world-to-hospital-bound-children.html
1215,523499235,20160322,BEL,BRUSSELS,BEL,,,,,,138,-3.78109452736319,"Paris Orly, Ãe-de-France, France",FR,,,http://heavy.com/news/2016/03/brussels-flights-canceled-when-resume-reopen-delayed-bru-united-american-delta-air-france-expedia-orbitz-how-refund-what-do/
1218,523500011,20160322,EUR,EUROPE,EUR,,BUS,INDUSTRY,,BUS,12,-1.68195718654434,,,,,http://investorplace.com/2016/03/expedia-priceline-tripadvisor/
1219,523767821,20160323,BUS,COMPANIES,,BUS,USA,SEATTLE,USA,,42,4.81695568400771,"Curacao, Netherlands (general), Netherlands",NL,"Curacao, Netherlands (general), Netherlands",NL,http://www.entornointeligente.com/articulo/8134333/Curacao-Expedia-A-strategic-ally-for-hoteliers-in-Curacao-seeking-immediate-demand
1223,523804744,20160323,ARG,ARGENTINA,ARG,,USAHLH,UNITED STATES,USA,HLH,43,4.6973803071364,"Cordoba, CÃ³ba, Argentina",AR,"Memphis, Tennessee, United States",US,http://www.brandrepublic.com/article/1388625/expedia-takes-girl-cancer-dream-virtual-journey-argentine-pampas
1227,524128460,20160324,BUS,COMPANY,,BUS,,,,,20,0.912988429677345,"Seattle, Washington, United States",US,,,http://www.bloomberg.com/news/articles/2016-03-24/expedia-to-reveal-most-data-on-gender-pay-gap-as-activists-press
1233,524157452,20160324,BUS,COMPANY,,BUS,GOV,REGULATOR,,GOV,20,0.359022549920653,"Washington, District of Columbia, United States",US,"Washington, District of Columbia, United States",US,http://www.seattletimes.com/business/technology/expedia-promise-data-on-gender-pay-gap-by-october/
1234,524253757,20160325,BUS,COMPANY,,BUS,,,,,20,0.7587253414264,"Seattle, Washington, United States",US,,,http://skift.com/2016/03/24/expedia-will-reveal-its-gender-pay-gap-after-activist-pressure/
1242,524261111,20160325,BUS,COMPANY,,BUS,HLH,HOSPITAL,,HLH,70,2.27703984819735,Argentina,AR,Argentina,AR,https://www.memphisdailynews.com/news/2016/mar/25/st-jude-expedia-make-virtual-reality-experience/
1243,524375751,20160325,,,,,HLH,HOSPITAL,,HLH,42,3.05810397553517,,,Argentina,AR,http://bsccomment.com/2016/03/25/expedia-helps-some-ill-children-travel-with-virtual-reality.html
1247,524895089,20160327,BUSCVL,BUSINESS,,BUS,,,,,20,3.14465408805031,"Havana, Ciudad de La Habana, Cuba",CU,,,http://www.travelpulse.com/news/travel-technology/expedia-and-st-jude-bring-travel-to-hospital-bound-kids-5-business-travel-and-travel-tech-trends-that-defined-the-week-of-mar-18-24.html
1248,525585664,20160330,,,,,DJI,DJIBOUTI,DJI,,40,-1.47492625368732,,,Djibouti,DJ,http://www.visajourney.com/forums/topic/590822-expediated-djibouti-case/
1256,525618016,20160229,USA,UNITED STATES,USA,,,,,,42,0.30196275792652,"Paris, RhÃ´Alpes, France",FR,,,http://www.prweek.com/article/1389154/expedia-soars-new-global-heights-sarah-gavin-pr-pilot-seat
1263,525809158,20160330,MNCUSA,EXPEDIA INC,USA,MNC,USA,CHICAGO,USA,,40,2.49307479224376,"Chicago, Illinois, United States",US,"Chicago, Illinois, United States",US,http://www.nasdaq.com/article/zacks-industry-outlook-highlights-expedia-marriott-international-hilton-worldwide-holdings-hyatt-hotels-and-wyndham-worldwide-cm599419
1265,526051684,20150401,MED,WEBSITE,,MED,GBR,UNITED KINGDOM,GBR,,192,2.80373831775701,"South Beach, Gwynedd, United Kingdom",UK,"South Beach, Gwynedd, United Kingdom",UK,http://www.todayonline.com/lifestyle/travel/how-expedia-tripadvisor-and-skyscanner-singapore-offices-make-you-want-travel-all
1272,526092505,20160331,CVL,TOURIST,,CVL,,,,,110,2.37394530455065,India,IN,,,http://www.itnewsonline.com/bwi/Expedia-Passenger-Preferences-Index-2016/15806
1274,527508976,20160405,JAM,JAMAICA,JAM,,,,,,36,-0.48140043763676,Jamaica,JM,,,https://haligonia.ca/travel-insurance-is-for-chumps-expedia-saves-the-day-11405/
1275,527625705,20160405,,,,,BUS,COMPANY,,BUS,61,4.94590417310665,,,United Kingdom,UK,http://www.hospitality-industry.com/index.php/news/comments/expedia-cruiseshipcenters-recognize
1279,527638859,20160405,BUS,AIRLINE,,BUS,,,,,143,-0.91093117408907,,,,,http://www.businesstraveller.com/discussion/topic/Expedia-Bookings
1280,527641085,20160405,,,,,BUS,COMPANY,,BUS,61,5.3156146179402,,,Norway,NO,http://www.franchising.com/news/20160405_expediareg_cruiseshipcentersreg_recognized_as_lead.html
1285,527801399,20160406,,,,,BUS,INDUSTRY,,BUS,40,-0.19120458891013,,,France,FR,http://www.dailymail.co.uk/news/article-3525690/Websites-like-Booking-com-Hotels-Combined-Expedia-Wotif-expensive-calling-hotels-directly.html
1290,527890875,20160406,BUS,BUSINESS,,BUS,,,,,111,0.85523758260818,"Montreal, Quebec, Canada",CA,,,http://economictimes.indiatimes.com/industry/services/travel/expedia-appoints-simon-fiquet-as-general-manager-for-south-east-asia-and-india/articleshow/51712272.cms
1291,527922018,20160406,BUS,BUSINESS,,BUS,,,,,111,2.7604864754047,"Mumbai, Maharashtra, India",IN,,,http://ptinews.com/news/7303197_Simon-Fiquet-Expedia-s-new-nbsp-GM-for-SE-Asia--India-.html
1294,528180270,20160407,BUS,BUSINESS,,BUS,,,,,111,3.31139000102659,"Paris, RhÃ´Alpes, France",FR,,,http://www.adgully.com/expedia-appoints-simon-fiquet-as-general-manager-for-south-east-asia-and-india-66254.html
1297,529178821,20160410,BUS,COMPANY,,BUS,GBR,UNITED KINGDOM,GBR,,42,5.31976145520589,"London, London, City of, United Kingdom",UK,"London, London, City of, United Kingdom",UK,http://www.businessinsider.com/inside-expedias-london-office-2016
1298,529437758,20160411,BUS,BUSINESS,,BUS,FRA,FRANCE,FRA,,111,3.98041871628526,"Paris, RhÃ´Alpes, France",FR,"Paris, RhÃ´Alpes, France",FR,http://businesswireindia.com/news/news-details/expedia-appoints-simon-fiquet-as-general-manager-south-east-asia-india/48144
1304,531020930,20160415,CVL,PROPERTY OWNER,,CVL,JUD,FEDERAL COURT,,JUD,43,-3.43511450381679,"Texas, United States",US,"Texas, United States",US,http://www.investors.com/news/technology/expedia-owned-homeaway-slapped-with-class-action-lawsuit/
1307,531939092,20160419,BUS,COMPANY,,BUS,GOV,PRESIDENT,,GOV,43,3.08641975308642,Australia,AS,Australia,AS,http://buyingbusinesstravel.com/news/1925593-expedia-expands-asia-pacific-presence
1310,533056201,20160422,CVL,POPULATION,,CVL,MED,NEWSPAPER,,MED,10,2.13903743315508,Japan,JA,Japan,JA,http://www.traveldailymedia.com/235502/expedia-to-tap-indian-mobile-sector/
1311,533277735,20160422,,,,,USA,SEATTLE,USA,,43,0.387596899224808,,,"Puget Sound, Washington, United States",US,http://archpaper.com/2016/04/bohlin-cywinski-jackson-expedia-seattle/
1313,533441187,20160423,BUS,BUSINESS,,BUS,,,,,111,2.60637003210515,India,IN,,,http://www.travelbizmonitor.com/Top-Stories/expedia-appoints-simon-fiquet-as-gm-for-south-east-asia-and-india-30310
1317,533522390,20160423,MNCUSA,NETFLIX,USA,MNC,EDU,STUDENT,,EDU,20,1.5527950310559,,,,,http://www.geekwire.com/2016/students-heres-expedia-zillow-co-founder-rich-barton-says-study/
1318,535289657,20150429,DEU,GERMANY,DEU,,USAMED,REUTERS,USA,MED,10,1.18110236220472,"Berlin, Berlin, Germany",GM,"Berlin, Berlin, Germany",GM,http://www.oann.com/online-travel-services-company-expedias-revenue-jumps-38-6-percent/
1319,535289680,20150429,USA,UNITED STATES,USA,,USAMED,REUTERS,USA,MED,13,-2.98210735586481,"South Yorkshire, United Kingdom (general), United Kingdom",UK,"South Yorkshire, United Kingdom (general), United Kingdom",UK,http://newsviewsnreviews.com/2016/04/expedia-posts-surprise-profit-as-acquisitions-pay-off/
1320,535328401,20160429,,,,,BUS,BUSINESS,,BUS,42,-0.579153281402005,,,"New Jersey, United States",US,https://www.tnooz.com/article/expedia-first-quarter-2016-earnings/
1326,535348421,20150430,USA,UNITED STATES,USA,,USAMED,REUTERS,USA,MED,13,1.03656430972331,"San Francisco, California, United States",US,"Bengaluru, Karnataka, India",IN,https://in.news.yahoo.com/online-travel-services-company-expedias-revenue-jumps-38-201711243--sector.html
1330,535352863,20160429,BUS,COMPANY,,BUS,LAB,EMPLOYEE,,LAB,192,1.39616657160194,,,,,http://www.seattletimes.com/business/technology/expedias-stock-jumps-as-revenue-climbs-39/
1331,535639490,20160429,,,,,DEU,GERMAN,DEU,,42,-1.39534883720931,,,"Paris, RhÃ´Alpes, France",FR,http://www.investors.com/news/technology/expedia-gallops-on-trivago-but-terror-attacks-hit-global-travel/
1332,535656476,20160429,MNCUSA,APPLE INC,USA,MNC,USA,UNITED STATES,USA,,10,-0.32154340836013,"Washington, District of Columbia, United States",US,"Washington, District of Columbia, United States",US,http://www.bloomberg.com/news/articles/2016-04-29/expedia-s-ceo-gets-84-million-in-options-meant-for-five-years
1334,535696126,20160430,BUS,COMPANY,,BUS,,,,,114,-0.57142857142858,"New York, United States",US,,,http://www.wsj.com/articles/expedia-ceos-total-pay-jumps-to-almost-95-million-with-stock-option-award-1461975918
1335,536107406,20160501,MNCUSA,APPLE INC,USA,MNC,,,,,114,0.30211480362538,"Washington, District of Columbia, United States",US,,,https://skift.com/2016/05/01/expedias-ceo-is-rewarded-with-83-6-million-in-stock-options/
1338,536277786,20160502,MNC,ORBITZ WORLDWIDE,,MNC,,,,,111,-0.3731343283582,"Washington, District of Columbia, United States",US,,,http://topnews.net.nz/content/234397-expedia-chief-earned-125-million-during-2015-financial-year
1339,536604102,20160503,,,,,REL,RELIGION,,,36,5.77507598784194,,,"Johannesburg, Gauteng, South Africa",SF,http://jobsvacancies.info/market-associate-intern-south-africa-julyaugust-start-expedia.html
1341,536866351,20160504,BUS,BUSINESS,,BUS,JAM,JAMAICA,JAM,,42,3.68271954674221,"Montego Bay, Saint James, Jamaica",JM,"Montego Bay, Saint James, Jamaica",JM,http://sflcn.com/expedia-saw-increased-travel-demand-for-jamaica-in-2015/
1345,537110315,20160504,BUS,COMPANY,,BUS,,,,,173,0.81549439347605,"Texas, United States",US,,,https://www.yahoo.com/news/frustrated-homeowners-expedia-homeaway-changes-174935144.html
1346,537257917,20160505,BUS,COMPANIES,,BUS,,,,,90,1.1968085106383,"Carlton, California, United States",US,,,http://www.asiatraveltips.com/news16/55-ExpediaAmadeus.shtml
1348,537463047,20160505,,,,,MNCUSAMED,COMCAST,USA,MNC,60,0.29550827423168,,,United States,US,http://www.cnbc.com/2016/05/05/cnbc-exclusive-cnbc-excerpts-expedia-chairman-barry-diller-sits-down-with-cnbcs-simon-hobbs.html
1352,537682330,20160506,MED,JOURNALIST,,MED,,,,,84,2.77185501066098,"Dublin, Dublin, Ireland",EI,,,http://www.prnewswire.co.uk/news-releases/expedia-senior-manager-fritz-oberhummer-named-phocuswright-young-leader-578373941.html
1353,538243653,20160508,MNC,ORBITZ WORLDWIDE,,MNC,,,,,111,4.54545454545455,"Caracas, Distrito Federal, Venezuela",VE,,,http://www.tribune.net.ph/business/expedia-amadeus-ink-long-term-deal
1354,538401909,20160509,BUS,BUSINESS,,BUS,MNCUSA,EXPEDIA INC,USA,MNC,192,1.26582278481013,,,,,http://www.travelweekly.com/Travel-News/Travel-Technology/Priceline-and-Expedia-put-focus-on-vacation-rental-business
1355,538659381,20160509,,,,,MNCSEA,AIRASIA,SEA,MNC,020,2.2847100175747,,,Japan,JA,http://www.star2.com/travel/malaysia/2016/05/10/expedias-gateway-to-asia/
1364,538719563,20160510,FRA,FRANCE,FRA,,GBR,UNITED KINGDOM,GBR,,43,-3.25290337129328,"Paris, RhÃ´Alpes, France",FR,"Paris, RhÃ´Alpes, France",FR,http://www.pantagraph.com/ads/other/ads/expedia-cruise-ship-centers-check-out-our-trip-to-paris/ad_3e531342-b572-11e5-a431-4b03bae647b9.html
1368,539100043,20160511,BUS,BUSINESS,,BUS,,,,,111,2.92151696340432,"Paris, RhÃ´Alpes, France",FR,,,http://www.digitalmarket.asia/2016/05/simon-fiquet-named-expedias-gm-for-se-asia-and-india/
1373,539427501,20160512,AUS,AUSTRALIA,AUS,,,,,,043,1.05820105820106,"Sydney, New South Wales, Australia",AS,,,http://www.traveltrends.biz/ttn555-expedia-australia-inbound-bookings-up-40/
1374,539446258,20160512,BUS,COMPANY,,BUS,BTN,BHUTANI,BTN,,010,1.17531831537708,United States,US,United States,US,http://www.geekwire.com/2016/expedia-20-top-execs-reflect-past-challenges-acquisitions-journey-ahead/
1379,539450132,20150513,LAB,EMPLOYEE,,LAB,USA,SEATTLE,USA,,042,0.491400491400487,United States,US,United States,US,http://www.seattletimes.com/business/technology/expedia-at-20-execs-see-new-places-to-go-and-grow/
1382,539465307,20160512,AUS,AUSTRALIA,AUS,,CVL,TRAVELLER,,CVL,043,0.835654596100278,"Northern Territory, Northern Territory, Australia",AS,"Northern Territory, Northern Territory, Australia",AS,http://www.travelweekly.com.au/article/expedia-inbound-international-travel-growth/
1387,539648866,20160512,BUS,INDUSTRY,,BUS,,,,,036,-0.22030148492575,"Alaska, United States",US,,,https://www.tnooz.com/article/expedia-interviews-20th-anniversary/
1389,539739220,20160512,BUS,BUSINESS,,BUS,,,,,192,2.28370663153272,"Boston, Massachusetts, United States",US,,,http://www.geekwire.com/2016/interview-expedias-ceo-travel-giants-first-20-years-whats-next/
1401,540644472,20150517,BUS,COMPANY,,BUS,USA,SEATTLE,USA,,42,-0.867410161090455,,,,,http://www.seattletimes.com/business/technology/expedia-tackles-sticky-issue-of-commute-at-future-seattle-campus/
1404,540966685,20160517,LAB,EMPLOYEE,,LAB,BUS,COMPANY,,BUS,36,0.34013605442177,,,,,http://mynorthwest.com/293554/how-will-expedias-move-into-seattle-affect-traffic/
1407,541030810,20160517,,,,,IND,NEW DELHI,IND,,36,1.54440154440154,,,"Jaipur, Rajasthan, India",IN,http://timesofindia.indiatimes.com/tech/tech-news/Expedia-India-bets-on-smaller-cities-for-growth/articleshow/52303941.cms
1410,541558120,20160518,USABUS,LAS VEGAS,USA,BUS,BUS,INDUSTRY,,BUS,111,2.52252252252252,,,,,http://www.businesswire.com/news/home/20160518005095/en/Expedia-Eventbrite-Offer-Affirm-Customers-Buy-Pay
1411,541644742,20160518,,,,,USA,ALASKA,USA,,43,6.31067961165049,,,"Vancouver, British Columbia, Canada",CA,http://www.travelpulse.com/news/host-agency-and-consortia/expedia-cruiseshipcenters-sets-sail-for-alaska.html
1413,541866677,20160519,GBR,UNITED KINGDOM,GBR,,NLDBUS,NETHERLANDS,NLD,BUS,043,3.98009950248756,"Bristol, Bristol, City of, United Kingdom",UK,Netherlands,NL,https://www.ttgmedia.com/news/news/mystery-shoppers-seller-of-the-week-expedia-4872
1418,541993807,20160519,BUS,COMPANY,,BUS,,,,,111,1.22699386503067,"Alaska, United States",US,,,http://www.geekwire.com/2016/expedia-ceo-says-facebook-will-become-competitor-online-travel/
1419,542144430,20160520,BUS,COMPANY,,BUS,USA,WASHINGTON,USA,,10,1.55752138185477,"Washington, District of Columbia, United States",US,"Washington, District of Columbia, United States",US,http://www.themalaymailonline.com/tech-gadgets/article/expedia-ceo-expects-facebook-to-join-online-travel-booking-market
1420,542257425,20160520,MED,WEBSITE,,MED,,,,,10,1.82421227197346,"Rome, Lazio, Italy",IT,,,http://www.travelerstoday.com/articles/21977/20160520/expedia-sees-facebook-rival-online-travel-industry.htm
1424,542317648,20160520,USA,BOSTON,USA,,MED,WEBSITE,,MED,111,-7.09219858156028,"Boston, Massachusetts, United States",US,"Boston, Massachusetts, United States",US,http://boston.cbslocal.com/2016/05/20/road-rage-report-expedia-boston-traffic-jon-keller-wbz/
1425,543063942,20160523,CANEDU,BRITISH COLUMBIA,CAN,EDU,,,,,20,3.76850605652759,"Vancouver, British Columbia, Canada",CA,,,http://www.theglobeandmail.com/report-on-business/industry-news/property-report/have-a-look-inside-expedias-ship-shape-new-headquarters/article30108067/
1428,543123762,20160523,CVL,TRAVELER,,CVL,,,,,12,1.81818181818182,"Alaska, United States",US,,,https://www.tnooz.com/article/expedia-usability-lab/
1429,543520983,20160524,BUS,COMPANY,,BUS,,,,,84,2.51256281407035,"Amsterdam, Noord-Holland, Netherlands",NL,,,http://northcyprusfreepress.com/expedia-sale/expedia.co.uk/
