SOURCEURL,Date,Label,N_label,AvgTone
http://www.amny.com/news/beyond-airbnb-home-exchanges-worth-checking-out-1.9822425,2015-01-20,Competitive_Behavior,4.0,3.74677002583979
http://myfox8.com/2015/01/20/app-developers-launch-airpnp-just-like-airbnb-but-for-toilets/,2015-01-20,Employee_Health_And_Safety,9.0,1.60427807486631
http://wtexas.com/content/15011753-scott-stringer-talks-about-airbnb,2015-01-20,Business_Ethics,0.0,2.23642172523962
http://www.usatoday.com/story/tech/2015/01/20/airbnb-cityhall-nyc-housing/22053589/,2015-01-20,Systemic_Risk_Management,18.0,1.37254901960784
http://www.sfgate.com/business/article/Pillow-lands-2-65-million-to-help-Airbnb-hosts-6025818.php,2015-01-20,Competitive_Behavior,4.0,3.40740740740741
http://www.dailyadvertiser.com.au/story/3675346/airbnb-hosts-booming/,2015-01-20,Access_And_Affordability,2.0,5.69105691056911
http://www.dailymail.co.uk/news/article-2917810/Airbnb-landlord-accuses-guests-carrying-12-000-damage-mountain-cabin-drug-fuelled-fights-holidays.html,2015-01-20,Critical_Incident_Risk_Management,5.0,1.37299771167048
http://www.myfoxny.com/story/27894450/lawmakers-look-at-how-airbnb-affects-nyc-housing-economy,2015-01-20,Access_And_Affordability,2.0,1.22140409318884
http://www.theguardian.com/technology/2015/jan/20/new-york-city-council-hearing-airbnb-short-term-rentals,2015-01-20,Systemic_Risk_Management,18.0,2.16790175995841
http://www.theverge.com/2015/1/21/7865959/airbnb-under-fire-new-york-city-city-council,2015-01-21,Systemic_Risk_Management,18.0,2.13004484304933
http://www.chron.com/business/real-estate/article/Airbnb-strikes-back-with-new-report-about-its-6774362.php,2015-01-21,Employee_Health_And_Safety,9.0,-2.88065843621399
http://www.santacruzsentinel.com/business/20160120/study-airbnb-landlords-rent-out-properties-full-time,2015-01-21,Competitive_Behavior,4.0,-2.36439499304589
http://www.theverge.com/2015/1/21/7868347/airbnb-taking-over-san-francisco-map-anti-eviction-project,2015-01-21,Management_Of_Legal_And_Regulatory_Framework,12.0,2.1551724137931
http://www.sfgate.com/technology/slideshow/Warning-signs-on-Airbnb-101480.php,2015-01-21,Customer_Privacy,22.0,2.77777777777778
http://nypost.com/2015/01/21/neighbors-complaints-to-311-over-airbnb-are-on-the-rise/,2015-01-21,Systemic_Risk_Management,18.0,3.0
http://pix11.com/2015/01/21/does-airbnb-help-or-hurt-affordable-housing/,2015-01-21,Labor_Practices,11.0,1.32450331125828
http://www.theatlantic.com/business/archive/2015/01/is-airbnb-david-or-goliath/384679/,2015-01-21,Systemic_Risk_Management,18.0,2.1
http://www.capitalnewyork.com/article/city-hall/2015/01/8560526/airbnb-comes-under-fire-during-8-hour-city-council-hearing,2015-01-21,Customer_Privacy,22.0,1.82926829268293
http://www.nydailynews.com/new-york/city-council-blasts-airbnb-executives-contentious-hearing-article-1.2086252,2015-01-21,Customer_Privacy,22.0,2.17391304347826
http://thevillager.com/2015/01/22/foes-and-fans-of-airbnb-share-views-at-hearing/,2015-01-22,Business_Ethics,0.0,3.53606789250354
http://www.azcentral.com/story/travel/2016/01/21/hotels-fight-back-airbnb/79058974/,2015-01-22,Systemic_Risk_Management,18.0,-0.27548209366391
http://www.govexec.com/state-local/2015/01/airbnb-new-york-city-hall-council/103467/,2015-01-22,Labor_Practices,11.0,2.10843373493976
http://www.news.com.au/travel/travel-ideas/airbnb-listing-offers-tourists-chance-to-sleep-in-the-boot-of-a-tesla-model-s-car-for-110/story-fnjpja3r-1227196099900,2015-01-24,Waste_And_Hazardous_Materials_Management,19.0,2.34113712374582
http://realbusiness.co.uk/article/32834-sajid-javid-champions-britains-sharing-economy-as-airbnb-hits-4m-uk-guests,2015-01-25,Management_Of_Legal_And_Regulatory_Framework,12.0,4.05405405405405
http://www.pastemagazine.com/articles/2015/01/airbnb-user-offers-worlds-first-tesla-hotel.html,2015-01-26,Air_Quality,21.0,4.81041492553564
http://www.sfgate.com/bayarea/article/Airbnb-under-more-pressure-to-pay-S-F-back-taxes-6044237.php,2015-01-27,Management_Of_Legal_And_Regulatory_Framework,12.0,2.12483399734396
http://www.businessweek.com/articles/2015-01-27/so-far-no-one-has-rented-the-tesla-model-s-hotel-room-on-airbnb,2015-01-27,Data_Security,1.0,4.1742834991534
http://sanfrancisco.cbslocal.com/2015/01/26/85-per-night-tesla-room-advertised-on-airbnb/,2015-01-27,Employee_Health_And_Safety,9.0,4.61703505042968
http://www.bloomberg.com/news/articles/2015-01-27/so-far-no-one-has-rented-the-tesla-model-s-hotel-room-on-airbnb,2015-01-28,Data_Security,1.0,4.72636815920398
http://www.sfgate.com/opinion/editorials/article/Let-Airbnb-negotiate-on-paying-hotel-taxes-6046798.php,2015-01-28,Management_Of_Legal_And_Regulatory_Framework,12.0,1.70316301703163
http://www.sfgate.com/business/article/Judge-tosses-challenge-to-SF-Airbnb-law-but-6046817.php,2015-01-28,Management_Of_Legal_And_Regulatory_Framework,12.0,1.56908762671851
http://www.washingtonpost.com/blogs/wonkblog/wp/2015/01/29/airbnb-is-about-to-start-collecting-hotel-taxes-in-more-major-cities-including-washington/,2015-01-29,Management_Of_Legal_And_Regulatory_Framework,12.0,3.14756201690741
http://www.croatiaweek.com/airbnb-rentals-in-croatia-up-122/,2015-01-29,Management_Of_Legal_And_Regulatory_Framework,12.0,1.72413793103448
http://www.sfweekly.com/exhibitionist/2015/01/30/the-occult-of-san-francisco-tech-companies-twitter-airbnb-and-others,2015-01-30,Competitive_Behavior,4.0,2.63157894736842
http://www.cio.com.au/article/565224/google-now-adds-data-from-lyft-airbnb-many-more-apps/,2015-01-30,Data_Security,1.0,1.56633468166831
http://techcrunch.com/2015/01/30/airbnb-taxes/,2015-01-30,Management_Of_Legal_And_Regulatory_Framework,12.0,0.597014925373134
http://news.yahoo.com/airbnb-expand-tax-collection-efforts-162641195.html,2015-01-30,Management_Of_Legal_And_Regulatory_Framework,12.0,2.08394752481793
http://gadgets.ndtv.com/internet/news/airbnb-to-expand-tax-collection-efforts-655956,2015-01-31,Management_Of_Legal_And_Regulatory_Framework,12.0,2.48447204968944
http://www.computerworld.com/article/2878083/google-now-adds-data-from-lyft-airbnb-and-other-apps.html,2015-02-01,Data_Security,1.0,1.53846153846154
http://www.engadget.com/2015/02/01/airbnb-taxes/?ncid=txtlnkusaolp00000589,2015-02-01,Management_Of_Legal_And_Regulatory_Framework,12.0,0.865800865800866
http://www.sfgate.com/business/article/S-F-Airbnb-law-slowly-takes-effect-while-6057580.php,2015-02-02,Labor_Practices,11.0,1.83028286189684
http://www.dailymail.co.uk/news/article-3428458/Airbnb-fire-listing-properties-illegal-Jewish-settlements-occupied-West-Bank.html,2015-02-02,Management_Of_Legal_And_Regulatory_Framework,12.0,-4.2
http://bostinno.streetwise.co/2015/02/03/airbnb-igloo-in-cambridge-ma-for-10-a-night-photo/,2015-02-03,Customer_Privacy,22.0,6.73076923076923
http://www.expatica.com/nl/news/country-news/Airbnb-starts-collecting-Dutch-tourist-tax-but-no-one-knows-how-much_447955.html,2015-02-03,Data_Security,1.0,1.80995475113122
http://www.csmonitor.com/Business/Robert-Reich/2015/0203/Uber-Airbnb-and-the-share-the-scraps-economy,2015-02-03,Labor_Practices,11.0,3.53477765108324
http://www.businesstimes.com.sg:80/consumer/airbnb-hands-over-12m-euros-to-paris-city-coffers,2015-02-04,Management_Of_Legal_And_Regulatory_Framework,12.0,-1.63489976996385
http://www.washingtonpost.com/blogs/wonkblog/wp/2015/02/04/what-happens-when-uber-and-airbnb-become-their-own-regulators/,2015-02-04,Management_Of_Legal_And_Regulatory_Framework,12.0,2.84552845528455
http://laist.com/2015/02/04/weho_considers_banning_airbnb.php,2015-02-04,Energy_Management,24.0,3.2
http://www.theguardian.com/technology/2016/feb/05/airbnb-pays-paris-12m-in-tourist-taxes,2015-02-05,Management_Of_Legal_And_Regulatory_Framework,12.0,-1.9079939668175
http://www.chicagotribune.com/business/chi-uber-airbnb-regulators-20150204-story.html,2015-02-05,Management_Of_Legal_And_Regulatory_Framework,12.0,2.70513976555455
http://www.news.com.au/travel/travel-updates/rising-angst-over-airbnb-operations/story-e6frfq80-1227210877547,2015-02-06,Product_Quality_And_Safety,14.0,3.50262697022767
http://www.bna.com/extras-excise-airbnb-b17179922768/,2015-02-06,Customer_Privacy,22.0,2.0893951665864
http://www.fin24.com/Tech/Companies/airbnb-hands-over-12mn-euros-to-paris-city-coffers-20160207,2015-02-07,Management_Of_Legal_And_Regulatory_Framework,12.0,-1.68539325842697
http://www.thelocal.fr/20160208/airbnb-hands-12-million-to-paris,2015-02-08,Management_Of_Legal_And_Regulatory_Framework,12.0,-0.60606060606061
http://www.cbc.ca/news/canada/british-columbia/airbnb-saved-me-from-bankruptcy-says-actor-filmmaker-dany-papineau-1.2950387,2015-02-09,Business_Model_Resilience,3.0,2.62008733624454
http://www.theguardian.com/travel/2015/feb/10/why-id-rather-take-a-free-couchsurfer-than-make-money-from-airbnb,2015-02-09,Business_Model_Resilience,3.0,3.68932038834951
http://metro.co.uk/2015/02/10/short-term-holidays-like-airbnb-to-be-legalised-in-london-5057659/,2015-02-10,Management_Of_Legal_And_Regulatory_Framework,12.0,5.12129380053908
http://www.engadget.com/2015/02/10/london-legal-airbnb-rentals/,2015-02-10,Management_Of_Legal_And_Regulatory_Framework,12.0,3.39702760084926
http://www.theguardian.com/travel/2015/feb/10/airbnb-to-be-legalised-in-london,2015-02-10,Labor_Practices,11.0,2.58620689655172
http://www.chicagotribune.com/business/ct-grateful-dead-airbnb-0309-biz-20150312-story.html,2015-02-10,Critical_Incident_Risk_Management,5.0,-0.19821605550049
http://www.reverejournal.com/2015/02/10/airbnb-pits-innovation-vs-regulation-in-revere/,2015-02-10,Employee_Health_And_Safety,9.0,2.72502064409579
https://gigaom.com/2015/02/10/hotel-industry-fumes-as-uk-prepares-to-legalize-airbnb-in-london/,2015-02-10,Employee_Health_And_Safety,9.0,2.99539170506912
http://www.usatoday.com/story/tech/2015/02/11/airbnb-nyc-murraycox-insideairbnbcom/23187327/,2015-02-11,Labor_Practices,11.0,1.35363790186125
http://www.govexec.com/state-local/2015/02/airbnb-new-york-city-hotel-prices/105150/,2015-02-11,Systemic_Risk_Management,18.0,0.987654320987654
http://www.tourexpi.com/en-intl/news/airbnb-poses-biggest-threat-insists-spanish-tourism-chief-117538.html,2015-02-12,Management_Of_Legal_And_Regulatory_Framework,12.0,-2.51798561151079
http://www.theguardian.com/commentisfree/2015/feb/13/difficult-to-resist-airbnb,2015-02-13,Systemic_Risk_Management,18.0,3.38983050847458
http://www.marketwatch.com/story/what-really-keeps-airbnbs-ceo-up-at-night-2015-02-13,2015-02-13,Systemic_Risk_Management,18.0,2.87671232876712
http://www.computerworld.com.sg/tech/industries/airbnb-uk-boss-reveals-hes-living-in-a-hosts-property/,2015-02-13,Business_Model_Resilience,3.0,0.62111801242236
http://www.slate.com/articles/business/moneybox/2015/02/airbnb_hotel_taxes_why_does_the_sharing_economy_startup_want_to_pay_them.html,2015-02-13,Management_Of_Legal_And_Regulatory_Framework,12.0,2.62295081967213
http://www.theadvocate.com.au/story/2883400/entrepreneurs-cashing-in-on-airbnb-as-rooms-are-sublet-by-the-day/,2015-02-13,Waste_And_Hazardous_Materials_Management,19.0,2.34506176660402
http://www.watoday.com.au/business/are-airbnb-and-uber-creating-a-new-black-economy-20150213-13dg7p.html,2015-02-13,Management_Of_Legal_And_Regulatory_Framework,12.0,2.38872847476812
http://www.kiamaindependent.com.au/story/2883400/entrepreneurs-cashing-in-on-airbnb-as-rooms-are-sublet-by-the-day/?cs=4115,2015-02-14,Waste_And_Hazardous_Materials_Management,19.0,2.29746070133011
http://www.businessinsider.com/airbnb-wants-to-pay-hotel-taxes-2015-2,2015-02-15,Management_Of_Legal_And_Regulatory_Framework,12.0,2.04537302813752
http://www.dutchnews.nl/news/archives/2016/02/amsterdam-to-spend-e1m-on-illegal-airbnb-clampdown/,2015-02-16,Management_Of_Legal_And_Regulatory_Framework,12.0,-2.73972602739726
http://www.connexionfrance.com/france-hotels-union-letter-government-airbnb-rental-websites-short-term-accommodation-houstrip-16655-view-article.html,2015-02-16,Competitive_Behavior,4.0,2.20125786163522
http://hudsoncountyview.com/airbnb-ban-leads-resident-to-compare-stack-to-castro-at-commissioners-meeting/,2015-02-17,Employee_Engagement_Inclusion_And_Diversity,8.0,-0.60240963855422
http://www.expatica.com/nl/news/country-news/DN-Dutch-Amsterdam-to-spend-1m-on-illegal-Airbnb-clampdown_590152.html,2015-02-17,Data_Security,1.0,-2.63157894736843
http://www.irishtimes.com/business/personal-finance/give-up-the-day-job-or-save-for-a-holiday-with-airbnb-and-other-nixers-1.2106003,2015-02-17,Management_Of_Legal_And_Regulatory_Framework,12.0,3.45759049162615
http://blog.hootsuite.com/airbnb-social-media-growth/,2015-02-17,Competitive_Behavior,4.0,2.80777537796976
http://www.thestar.com/business/2015/02/17/uber-airbnb-highlight-need-for-regulation-report.html,2015-02-17,Competitive_Behavior,4.0,3.58565737051793
http://minnesota.cbslocal.com/top-lists/is-airbnb-right-for-you/,2015-02-17,Access_And_Affordability,2.0,3.67088607594937
http://www.expatica.com/nl/news/DN-Dutch-Amsterdam-to-spend-1m-on-illegal-Airbnb-clampdown_590152.html,2015-02-19,Data_Security,1.0,-2.63852242744064
http://www.dailymail.co.uk/news/article-2959525/Airbnb-pays-millions-taxes-San-Francisco.html,2015-02-19,Management_Of_Legal_And_Regulatory_Framework,12.0,-4.01337792642141
http://www.thelocal.de/20150219/airbnb-subletters-unp,2015-02-19,Management_Of_Legal_And_Regulatory_Framework,12.0,-2.95454545454545
http://www.nydailynews.com/news/politics/airbnb-pays-millions-back-taxes-san-francisco-article-1.2120772,2015-02-19,Management_Of_Legal_And_Regulatory_Framework,12.0,-2.06896551724138
http://www.ntnews.com.au/news/national/vic-govt-investigates-airbnb-renting/story-fnjbnvyj-1227225178822,2015-02-19,Management_Of_Legal_And_Regulatory_Framework,12.0,-0.765309595977673
http://www.sfexaminer.com/sanfrancisco/airbnb-pays-back-taxes-but-the-short-term-rental-debate-is-far-from-over/Content?oid=2920815,2015-02-20,Management_Of_Legal_And_Regulatory_Framework,12.0,-5.64663023679417
http://nypost.com/2015/02/20/airbnb-strikes-again/,2015-02-20,Competitive_Behavior,4.0,-0.64308681672026
http://www.sandiegoreader.com/news/2015/feb/19/stringers-airbnb-backlash/,2015-02-20,Management_Of_Legal_And_Regulatory_Framework,12.0,-2.46913580246914
http://mg.co.za/article/2015-02-19-forget-airbnb-crash-on-my-couch-for-free/,2015-02-20,Employee_Health_And_Safety,9.0,2.18470705064549
http://www.dailymail.co.uk/news/article-2961632/A-New-York-couple-evicted-discounted-6-700-month-penthouse-advertising-Airbnb.html,2015-02-20,Labor_Practices,11.0,-1.46252285191956
http://mashable.com/2015/02/20/airbnb-nyc-eviction/,2015-02-20,Labor_Practices,11.0,-0.29636692802793
http://www.brisbanetimes.com.au/act-news/leigh-calls-on-multinationals-like-airbnb-to-pay-fair-share-20150221-13khoi.html,2015-02-21,Management_Of_Legal_And_Regulatory_Framework,12.0,-2.99823633156966
http://www.alternet.org/website-exposes-airbnbs-parasitic-impact-new-york-city,2015-02-22,Systemic_Risk_Management,18.0,0.17094017094017
http://charlestownbridge.com/2015/02/23/taxing-the-host-charlestown-airbnb-host-defends-service/,2015-02-23,Management_Of_Legal_And_Regulatory_Framework,12.0,-2.11002260738508
http://www.crainsnewyork.com/article/20150223/REAL_ESTATE/150229971/airbnb-foes-related-delight-in-first-site-related-eviction,2015-02-23,Labor_Practices,11.0,-0.46106945391199
http://blog.hubspot.com/marketing/gap-starbucks-vodafone-airbnb-4-important-lessons-from-famous-rebrands,2015-02-23,Business_Model_Resilience,3.0,0.35285815102329
http://www.dailycal.org/2015/02/23/city-council-investigate-legality-effects-airbnb-city-housing/,2015-02-24,Management_Of_Legal_And_Regulatory_Framework,12.0,-3.76513026653268
http://www.tennessean.com/story/news/politics/2015/02/23/airbnb-tax-revenue-may-go-toward-nashville-housing-fund/23916375/,2015-02-24,Management_Of_Legal_And_Regulatory_Framework,12.0,-2.24586288416075
http://www.crainsnewyork.com/article/20150223/REAL_ESTATE/150229971/anti-airbnb-folks-delight-in-first-tenant-eviction,2015-02-24,Labor_Practices,11.0,-0.30769230769231
http://www.indyweek.com/news/archives/2015/02/24/raleighs-law-and-public-safety-committee-takes-up-airbnb,2015-02-25,Management_Of_Legal_And_Regulatory_Framework,12.0,-0.34802784222738
http://androidheadlines.com/2015/02/airbnb-inks-deal-deutsche-telekom-app-will-pre-installed-13-european-markets.html,2015-02-25,Management_Of_Legal_And_Regulatory_Framework,12.0,2.19780219780219
http://www.bloomberg.com/news/articles/2016-02-25/airbnb-says-it-removed-1-500-listings-in-new-york-before-data-release,2015-02-25,Data_Security,1.0,-2.5706940874036
https://skift.com/2016/02/25/airbnb-admits-new-york-host-purge-before-december-data-dump/,2015-02-25,Labor_Practices,11.0,-2.36051502145923
http://www.investopedia.com/articles/personal-finance/021815/how-make-money-airbnb-risks-rewards.asp,2015-02-25,Waste_And_Hazardous_Materials_Management,19.0,-0.49723756906078
http://venturebeat.com/2015/02/25/airbnb-strikes-deal-with-deutsche-telekom-to-pre-install-its-android-app-in-13-european-countries/,2015-02-25,Management_Of_Legal_And_Regulatory_Framework,12.0,-0.31746031746032
http://www.theglobeandmail.com/life/travel/activities-and-interests/the-rewards-and-risks-of-airbnb/article23200885/,2015-02-25,Employee_Health_And_Safety,9.0,-1.4519056261343
http://www.france24.com/en/20150226-paris-airbnb-cooperate-home-rental-hotels-chesky-france/,2015-02-26,Management_Of_Legal_And_Regulatory_Framework,12.0,-0.22321428571429
http://www.businessinsider.com.au/airbnb-san-francisco-breakdown-2015-2,2015-02-26,Systemic_Risk_Management,18.0,-0.337758824987045
http://nypost.com/2015/02/25/city-council-backs-tenants-plan-new-law-to-sue-landlords-for-using-airbnb/,2015-02-26,Business_Ethics,0.0,-7.0745283860038
http://miami.curbed.com/archives/2015/02/25/seven-pretty-little-places-to-rent-on-airbnb.php,2015-02-26,Air_Quality,21.0,3.20512820512821
http://www.mvtimes.com/2015/02/25/airbnb-lands-marthas-vineyard/,2015-02-27,Competitive_Behavior,4.0,0.35137034434294
http://voiceofsandiego.org/topics/news/morning-report-san-diegos-airbnb-rules-tricky-follow/,2015-02-27,Management_Of_Legal_And_Regulatory_Framework,12.0,-4.47119518486672
http://www.theguardian.com/travel/2015/feb/27/paris-becomes-airbnbs-top-home-sharing-city-destination,2015-02-27,Systemic_Risk_Management,18.0,2.84810126582279
http://www.thejournal.ie/airbnb-jobs-1962947-Feb2015/,2015-02-27,Business_Model_Resilience,3.0,3.98671096345515
http://www.irishtimes.com/business/technology/room-rental-website-airbnb-to-create-200-new-jobs-1.2119936,2015-02-27,Employee_Engagement_Inclusion_And_Diversity,8.0,4.12698412698413
http://www.independent.ie/business/irish/airbnb-to-create-200-jobs-in-dublin-31026894.html,2015-02-27,Employee_Engagement_Inclusion_And_Diversity,8.0,3.91534391534392
http://www.irishmirror.ie/news/irish-news/airbnbn-jobs-boost-225-new-5241804,2015-02-27,Employee_Engagement_Inclusion_And_Diversity,8.0,5.28169014084507
http://www.independent.ie/business/irish/airbnb-checks-in-here-with-200-extra-jobs-31029268.html,2015-02-28,Employee_Engagement_Inclusion_And_Diversity,8.0,1.27931769722814
http://www.thelocal.fr/20160228/airbnb-hands-12-million-to-paris,2015-02-28,Management_Of_Legal_And_Regulatory_Framework,12.0,-0.60606060606061
http://www.denverpost.com/editorials/ci_27612438/denver-should-legalize-airbnb-model,2015-03-01,Management_Of_Legal_And_Regulatory_Framework,12.0,-0.351286002430434
http://www.fastcoexist.com/3042719/what-the-data-says-about-airbnb-in-new-york-city,2015-03-02,Management_Of_Legal_And_Regulatory_Framework,12.0,-1.84331797235024
http://www.cnet.com/news/airbnb-exec-denies-competition-with-hotels-says-an-airbnb-trip-changes-you-somehow/,2015-03-03,Competitive_Behavior,4.0,0.902025277099623
http://frugalbeautiful.com/blog/airbnb-champ-stay-hotel/,2015-03-04,Competitive_Behavior,4.0,1.65662650602409
http://business.financialpost.com/2015/03/04/airbnbs-hospitality-chief-eschews-predictability-but-clean-towels-are-a-must/,2015-03-04,Competitive_Behavior,4.0,0.13513513513514
http://www.latimes.com/business/la-fi-airbnb-rift-20150404-story.html,2015-03-05,Systemic_Risk_Management,18.0,-0.70921985815602
http://www.pcworld.com/article/2893812/airbnb-offers-a-query-tool-for-unlocking-massive-data-sets.html,2015-03-05,Customer_Privacy,22.0,0.536672629695884
http://www.insidermedia.com/insider/ireland/134894-airbnb-begins-recruitment-drive/,2015-03-05,Business_Model_Resilience,3.0,4.32900432900433
http://www.sfweekly.com/sanfrancisco/the-treasurers-secret-how-did-sfs-treasurer-get-airbnb-to-pay-its-taxes/Content?oid=3452993,2015-03-05,Management_Of_Legal_And_Regulatory_Framework,12.0,-1.276160919261
http://www.sfexaminer.com/sanfrancisco/san-francisco-considers-revising-airbnb-law-to-help-enforcement/Content?oid=2922455,2015-03-05,Management_Of_Legal_And_Regulatory_Framework,12.0,1.31404254375597
http://www.techworld.com.au/article/569730/airbnb-offers-query-tool-unlocking-massive-data-sets/,2015-03-06,Business_Model_Resilience,3.0,0.581436679181251
http://computerworld.com.sg/tech/applications/airbnb-offers-a-query-tool-for-unlocking-massive-data-sets/,2015-03-06,Business_Model_Resilience,3.0,-1.21044275940306
http://www.computerworld.com/article/2893741/airbnb-offers-a-query-tool-for-unlocking-massive-data-sets.html,2015-03-09,Customer_Privacy,22.0,0.511945392491467
http://www.orlandosentinel.com/news/politics/os-uber-airbnb-disruption-session-20150309-story.html,2015-03-09,Systemic_Risk_Management,18.0,-0.54570259208731
http://www.theprovince.com/Scrutiny+increases+Vancouver+homeowners+running+AirBNBs+without+licenses/10874491/story.html,2015-03-09,Customer_Privacy,22.0,-0.0959692898272499
http://www.theprovince.com/airbnb+hospitality+chief+eschews+predictability+clean+towels+must/10861860/story.html,2015-03-09,Customer_Privacy,22.0,0.13623978201634
http://laist.com/2015/03/09/reports_airbnb_hurts_the_rental_mar.php,2015-03-10,Management_Of_Legal_And_Regulatory_Framework,12.0,-1.4792899408284
http://staugustine.com/news/florida-news/2015-03-10/lawmakers-struggle-ubers-airbnbs-world,2015-03-10,Management_Of_Legal_And_Regulatory_Framework,12.0,-2.87437177587702
http://blog.timesunion.com/capitol/archives/230272/the-anti-airbnb-war-comes-to-albany/,2015-03-10,Labor_Practices,11.0,-2.75229357798165
http://www.theguardian.com/society/2015/mar/11/ageing-finland-remote-airbnb-education-healthcare,2015-03-11,Employee_Engagement_Inclusion_And_Diversity,8.0,-0.0917431192660501
http://www.oregonlive.com/front-porch/index.ssf/2015/03/airbnb_damages_los_angeles_nei.html,2015-03-11,Management_Of_Legal_And_Regulatory_Framework,12.0,-1.14678899082569
http://nypost.com/2015/03/12/lawmakers-want-to-triple-task-force-for-airbnb-crackdown/,2015-03-12,Business_Ethics,0.0,-4.44909793814433
http://nationalmortgageprofessional.com/news/53122/study-claims-airbnb-wrecking-la-housing-market,2015-03-12,Systemic_Risk_Management,18.0,-0.28011204481793
http://www.theregister.co.uk/2015/03/19/sharing_economy_uk_airbnb_uber_crackpot/,2015-03-12,Data_Security,1.0,0.64308681672025
http://www.scpr.org/news/2015/03/11/50286/pro-labor-group-airbnb-argue-over-impact-on-rental/,2015-03-12,Competitive_Behavior,4.0,-1.33555926544241
http://www.vice.com/read/i-stayed-up-for-24-hours-with-a-stranger-in-a-performance-art-airbnb-312,2015-03-13,Business_Model_Resilience,3.0,-0.78212290502793
http://www.rtvslo.si/news-in-english/airbnb-in-slovenia-when-rigid-rules-hinder-occasional-business/360416,2015-03-14,Management_Of_Legal_And_Regulatory_Framework,12.0,-1.00671140939597
http://www.thejournal.ie/expensive-airbnb-ireland-1983600-Mar2015/,2015-03-14,Management_Of_Legal_And_Regulatory_Framework,12.0,-0.3921568627451
http://venturebeat.com/2015/03/15/why-im-afraid-to-use-airbnb/,2015-03-15,Management_Of_Legal_And_Regulatory_Framework,12.0,0.944206008583699
